,Unnamed: 0,tweet,topic_1,compound_score,positive_score,negative_score,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sentiment,lang
5573,3744,RT duty2warn: YACHT NEWS YACHT NEWS YACHT NEWS A Russianowned superyacht is stranded in Norway because local oil supplier ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5574,3745,disclosetv Ukraine has wasted 10 billions dollars this idiot throws more money to corrupt country that Democrats https://t.co/VaMadePRe1 ,Ukraine,-0.795,0.0,0.307,0,0,0,0,0,0,-1,en
5575,3746,"RT UAWeapons: Ukraine: A open top BMW 6 series with a NSV 12,7x108 heavy machine gun mounted is not something you see everyday. https:/… ",Ukraine,-0.1531,0.078,0.103,0,0,0,0,0,0,-1,en
5576,3747,"RT AaronParnas: Vladimir Putin is having a very bad day today. Over 10 Russian aircraft have been shot down, and likely more to come. Sl ",Putin,-0.5849,0.0,0.142,Russian,Russia,0,0,0,0,-1,en
5577,3748,RT CalltoActivism: BREAKING: Russian oligarch Leonid Nevzlin announces he will renounce his Russian citizenship to protest the war: Said ,Russian,-0.7096,0.0,0.258,Russia,0,0,0,0,0,-1,en
5578,3749,"RT RepJasonCrow: Sanctions can impose costs on Russia, but voluntary corporate boycotts can do even more. Lets demand our companies don ",Russia,-0.7066,0.0,0.276,0,0,0,0,0,0,-1,en
5579,3750,RT EJDionne: Zelensky was commanding not just because of his eloquence amp bravery but also because hes right in seeing the battle for Ukra ,Zelensky,-0.3182,0.076,0.124,0,0,0,0,0,0,-1,en
5580,3751,"RT RonFilipkowski: Marge Greene issues a statement tonight against help for Ukraine. Says both sides are at fault, the Ukraine govt only e ",Ukraine,0.0,0.111,0.111,0,0,0,0,0,0,-1,en
5581,3752,"RT JackDetsch: NEW: Russia has established a new field hospital in the town of Naroulia in Belarus, miles from Ukraines border, amp put add ",Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5582,3753,"RT thebradfordfile: Biden, Pelosi and Graham dont care about Ukraine. They care about the foreign aid money laundering scam. ",Ukraine,-0.8383,0.0,0.359,0,0,0,0,0,0,-1,en
5583,3754,RT atrupar: These are atrocities Biden on Putins war on Ukraine https://t.co/FW3MCiEZbT ,Putin,-0.5994,0.0,0.262,Ukraine,0,0,0,0,0,-1,en
5584,3755,RT JYSexton: Trumps first impeachment for his shakedown of Zelensky is now a faded memory that is largely ignored. But it was Putinstyl ,Putin,-0.3071,0.0,0.14,Zelensky,0,0,0,0,0,-1,en
5585,3756,RepGregSteube Thats such an illogical take Steube Dooby Doo. It was never operational and by invading Ukraine Put https://t.co/b6w9GqXgDQ ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5586,3757,"RT KevinMKruse: One week ago, the Senate voted on a 13.6 billion dollar aid package for Ukraine and you voted no, along with 30 other Rep ",Ukraine,-0.296,0.0,0.084,0,0,0,0,0,0,-1,en
5587,3758,RT orfonline: Russia and Ukraine: Some Wars Have No Winners Watch SunjoyJ in conversation with NaghmaSahar for INDIAS WRLD. TUNE IN ,Ukraine,-0.4019,0.115,0.216,Russia,0,0,0,0,0,-1,en
5588,3759,"RT mikepompeo: The war in Ukraine has laid bare the spectrum of dangers inherent in the Biden Admins policies, which have stripped our na ",Ukraine,-0.7964,0.0,0.244,0,0,0,0,0,0,-1,en
5589,3760,"RT WalshFreedom: In 2019, Donald Trump extorted Ukraine. And not one House Republican voted to impeach him. Not one. And only one Senate R ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5591,3762,RT nextatv: Chinese Ambassador to the US Qin Gang said that. Russias war against Ukraine is not good for China. He also rejected ,Ukraine,-0.8627,0.0,0.324,Russia,0,0,0,0,0,-1,en
5592,3763,Vladimir Zelenskys Servant of the People Arrives on Netflix https://t.co/BDNfXb98lN ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5593,3764,"RT TelePolitics: Bill Browder, an AngloAmerican financier who has been instrumental in orchestrating sanctions against Putins closest a ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5594,3765,RT DefenceHQ: (13) The Russian invasion of Ukraine has largely stalled on all fronts. ,Ukraine,-0.2023,0.0,0.122,Russian,Russia,0,0,0,0,-1,en
5596,3767,Your mind go Dey go and settle with Putin first and ask for forgiveness go and sin no more. ,Putin,-0.5719,0.088,0.243,0,0,0,0,0,0,-1,en
5597,3768,RT XIEYongjunCHN: It does not make sense for people to emphasize the principle of sovereignty on Ukraine while hurting Chinas sovereignt ,Ukraine,-0.4019,0.0,0.119,0,0,0,0,0,0,-1,en
5598,3769,"RT dabeard: 33 US companies fund Putins war machine, including: Koch Industries (Brawny paper towels, Dixie cups, Quilted Northern toilet ",Putin,-0.5994,0.0,0.17,0,0,0,0,0,0,-1,en
5599,3770,RT business: BREAKING: Ukraine President Zelenskiy made a dramatic appeal to U.S. Congress as it weighs more aid to the wartorn country h ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5601,3772,RT mp4trends: Russia Ukraine Ukranian little girl in Moldova offers food to the cameraman RussiaUkraineConflict WWIII Ukrain ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5602,3773,RT Kaimandante: The US bombed Somalia the same day Russia invaded the Ukraine but all this bluster about sovereign nations doesnt seem ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5603,3774,RT lindyli: GOP Joni Ernst crying today in front of reporters after Zelenskys speech: It makes me wanna throw on my uniform and go help ,Zelensky,-0.1027,0.094,0.108,0,0,0,0,0,0,-1,en
5604,3775,"German cable maker Leoni AG, with two plants in Ukraine employing some 7,000 workers, said its intensifying effort https://t.co/FthBKfZBPI ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5605,3776,"RT DefenceU: Just in the sky over Kyiv oblast enemys SU25 was destroyed and the enemys SU35 was shot down. In total, minus more than ",Kyiv,-0.4939,0.0,0.118,0,0,0,0,0,0,-1,en
5606,3777,RT BabakTaghvaee: Russian Armed Forces have lost two more BukM2 mediumrange Air Defense systems in Ukraine. One of them is completely ,Ukraine,-0.2023,0.066,0.101,Russian,Russia,0,0,0,0,-1,en
5607,3778,RT nicktolhurst: UPDATE Russia now drawing on troop reinforcements amp equipment from its army in South Ossetia in order to compensate it ,Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5608,3779,RT mhmck: Western experts who know very little about Ukraine fail to understand that President Zelenskyy cant make any concessions ,Ukraine,-0.5,0.0,0.146,Zelensky,0,0,0,0,0,-1,en
5609,3780,"RT nickwatermn: St Petersburg, Russia tonight chanting No to war, Shame, and Ukraine is not our enemy Russia has been arresting pr ",Ukraine,-0.7469,0.095,0.306,Russia,0,0,0,0,0,-1,en
5610,3781,RT TheRickyDavila: QAnon terrorist Marjorie Greene is an evil neoNazi racist scumbag Putin asset. White supremacy is why trash like her ,Putin,-0.9337,0.165,0.461,0,0,0,0,0,0,-1,en
5611,3782,And Id wager Putin has it all now. So getting ahead of damage control maybe https://t.co/CjDLPBNiXi ,Putin,-0.4939,0.0,0.176,0,0,0,0,0,0,-1,en
5612,3783,RT hansonEmma: A detailed comparison between Donald Trump Jr. and the President of Ukraine. Both are 44 years old. https://t.co/LeAwoakAOG ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5613,3784,RT guardian: Ukraines Zelenskiy compares Mariupol to Leningrad siege as Russia launches fresh strikes on Kyiv https://t.co/4khHKeM0jx ,Ukraine,-0.0516,0.116,0.126,Kyiv,Russia,0,0,0,0,-1,en
5614,3785,"RT ChuckDeVore: My latest in FDRLST looks at the shameful, feckless fiasco of the MiG29 transfer to Ukraine, comparing it to far more p ",Ukraine,-0.7579,0.0,0.236,0,0,0,0,0,0,-1,en
5615,3786,"RT nextatv: Because of the war in Ukraine, the American biopharmaceutical company AbbVie has suspended the supply of Botox and filler ",Ukraine,-0.7906,0.0,0.269,0,0,0,0,0,0,-1,en
5616,3787,"donnedia Zelensky a teacher of history, who became THE MAKER OF HISTORY. . https://t.co/GYpJxZqHQa ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5617,3788,"RT connersdj: KyivIndependent New Russian troops drinking song : , . ",Kyiv,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1,en
5618,3789,RT duty2warn: YACHT NEWS YACHT NEWS YACHT NEWS A Russianowned superyacht is stranded in Norway because local oil supplier ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5619,3790,RT carlbildt: Putins language in his rambling TV speech today on scums and traitors and how to deal with them start to approach the lan ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5620,3791,"AngelAlena1968 Potgietk missionrussian Potgietk , What did I tell you here you have one of those pigs, parano https://t.co/yBfe6KaOcP ",Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5621,3792,"RT JackDetsch: NEW: Russia has deployed additional attack and troop transport helicopters to a base in Belarus, per satellite photo. A s ",Russia,-0.4767,0.0,0.147,0,0,0,0,0,0,-1,en
5622,3793,RT adelpreore: GOPRussianAssets GOPLiesAboutEverything https://t.co/yiEzKsOneN ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5623,3794,RT FrancoisRuffin: Why Macrons Zelensky makeover is hilariously misguided https://t.co/jVTCJUEXiA ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5624,3795,NineNewsNancy Umm...so Putin IS telling the truth that HE is fighting the NEW WORLD ORDER ,Putin,-0.0516,0.129,0.14,0,0,0,0,0,0,-1,en
5625,3796,RT nextatv: The President of Ukraine immediately denied this fake. https://t.co/Uhrwu2ZVzK ,Ukraine,-0.7597,0.0,0.42,0,0,0,0,0,0,-1,en
5626,3797,RT Kaimandante: The US bombed Somalia the same day Russia invaded the Ukraine but all this bluster about sovereign nations doesnt seem ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5628,3799,RT nextatv: Chinese Ambassador to the US Qin Gang said that. Russias war against Ukraine is not good for China. He also rejected ,Ukraine,-0.8627,0.0,0.324,Russia,0,0,0,0,0,-1,en
5629,3800,RT TeaLeigh20: SenTedCruz So the images on the screen next to you show the devastation of Ukraine yet youre going on about how the US ,Ukraine,-0.4215,0.0,0.104,0,0,0,0,0,0,-1,en
5630,3801,"RT ThreshedThought: As we grind on now into the third week, there is a big danger for Ukraine. Civil War. A thread. ",Ukraine,-0.8074,0.0,0.289,0,0,0,0,0,0,-1,en
5631,3802,"RT sumlenny: A German story: a person of a Russian origin says, her service contract was terminated because I am a Russian, claims russ ",Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5632,3803,"RT Cadu305: The same people who criticize Russia vs Ukraine, are inciting Saitama vs SHINJA SaitaMask vs DOJOSWAP Communities sho ",Ukraine,-0.3818,0.0,0.12,Russia,0,0,0,0,0,-1,en
5633,3804,RT BuyTheDipXD: unusualwhales Zelenskys Calendar: 5 AM: Wake up at the sound of bombs 6 AM: Dodge Assassination attempt 37 of the wee ,Zelensky,-0.5994,0.0,0.163,0,0,0,0,0,0,-1,en
5635,3806,RT adambacker4: SamRamani2 LionTellSecrets They said a bit more than that. They found Russia guilty of war crimes and ordered immediate ,Russia,-0.7717,0.0,0.271,0,0,0,0,0,0,-1,en
5636,3807,"RT sheezablade: 229 of innocent civilians lost their lives today. Not in Ukraine but in the UK, as a direct result of Johnsons Cv19 po ",Ukraine,-0.705,0.058,0.224,0,0,0,0,0,0,-1,en
5637,3808,RT FoxNews: BEATING WAR DRUMS: TuckerCarlson slams US officials for discouraging Ukraine from seeking diplomacy despite growing number of ,Ukraine,-0.9187,0.0,0.5,0,0,0,0,0,0,-1,en
5638,3809,"RT USEmbassyKyiv: Today, Russian forces shot and killed 10 people standing in line for bread in Chernihiv. Such horrific attacks must sto ",Kyiv,-0.9153,0.0,0.383,Russian,Russia,0,0,0,0,-1,en
5639,3810,RT pathfinder342: slynsaldana BackAgainPeeps They send Ukraine aid. That aid is laundered and passed back to politicians in this countr ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5640,3811,"RT OccupyDemocrats: BREAKING: ExU.S. Ambassador to Ukraine Marie Yovanovitch, who was fired by Trump, accuses him of emboldening Putin ",Putin,-0.7184,0.0,0.261,Ukraine,0,0,0,0,0,-1,en
5641,3812,Hackers try to break through Putins digital iron curtain https://t.co/u8q0oARN9U ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5642,3813,Buzzillus IzzyinOttawa WSJ He is an actor. Hes a globohomo puppet. He is not good for Ukraine. ,Ukraine,-0.3412,0.0,0.138,0,0,0,0,0,0,-1,en
5643,3814,"RT MilesTaylorUSA: No one around Trump thought Russia was afraid of him. In fact, we all worried Putin was playing him. The Ukraine crisis ",Putin,-0.7717,0.059,0.281,Ukraine,Russia,0,0,0,0,-1,en
5644,3815,The rising cost of petrol in Sub Saharan Africa has been attributed to the ongoing Russian invasion of Ukraine. And https://t.co/Y38xJpt740 ,Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1,en
5646,3817,"joncoopertweets F Zelenskyy,looking for handouts. Where did the billions go that were given to Ukraine. Buy some m https://t.co/HOEDT5AVjh ",Ukraine,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1,en
5649,3820,RT JeremyCliffe: Standing ovation for Zelensky in the Bundestag ahead of his address to German MPs: https://t.co/vJV2HA3T1h ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5650,3821,RT JoeTrippi: Putin is available. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5651,3822,"RT JamesAALongman: You rarely hear from mothers of Russian soldiers. This lady came up to us at an antiwar protest in Moscow, desperate f ",Russian,-0.5106,0.0,0.17,Russia,0,0,0,0,0,-1,en
5652,3823,RT ReutersPitchbot: BREAKING: Russia appoints Juan Guaid as the Interim President of Ukraine https://t.co/SDKDDziT1z ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5653,3824,RT Reuters: Ukraines president says 1991 borders must be recognised adviser https://t.co/uFcVRbhUwx https://t.co/3XvDExJ8H2 ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5654,3825,"RT JamesAALongman: You rarely hear from mothers of Russian soldiers. This lady came up to us at an antiwar protest in Moscow, desperate f ",Russian,-0.5106,0.0,0.17,Russia,0,0,0,0,0,-1,en
5655,3826,Hackers try to break through Putins digital iron curtain https://t.co/zW72yqeZTm ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5656,3827,"Russia is threatening Bosnia and Herzegovina with its intention to join NATO On the example of Ukraine, we have https://t.co/bNDZKHMft2 ",Ukraine,-0.296,0.093,0.144,NATO,Russia,0,0,0,0,-1,en
5657,3828,"NonAntiFascist xzebra008 WOODTV Im all for helping another democracy fight off invasion by the Autocrat, Putin. https://t.co/aeBujd3hVC ",Putin,-0.1027,0.111,0.131,0,0,0,0,0,0,-1,en
5661,3832,"RT OccupyDemocrats: BREAKING: ExU.S. Ambassador to Ukraine Marie Yovanovitch, who was fired by Trump, accuses him of emboldening Putin ",Putin,-0.7184,0.0,0.261,Ukraine,0,0,0,0,0,-1,en
5662,3833,"ForeignAffairs 1. Failure by US to disband NATO, and end the Cold War in 1991: https://t.co/ZXBFci2CVJ 2. The Ukra https://t.co/IiPnFrnlZ4 ",NATO,-0.802,0.0,0.286,0,0,0,0,0,0,-1,en
5663,3834,"RT EuromaidanPress: Belarusians really demonstrate they are not with PutinampLukashenka by fighting for Ukraine: We,Belarusians, members of ",Putin,-0.3612,0.0,0.135,Ukraine,0,0,0,0,0,-1,en
5664,3835,"RT joncoopertweets: NEW: Putin is increasingly PARANOID and fears that someone in his inner circle will POISON him, according to reporting ",Putin,-0.8679,0.0,0.352,0,0,0,0,0,0,-1,en
5665,3836,"RT LizCheney: Putin is targeting and slaughtering civilians in a brutal unprovoked war against Ukraine, a sovereign democratic nation. ",Putin,-0.8402,0.0,0.348,Ukraine,0,0,0,0,0,-1,en
5667,3838,"RT AMelikishvili: 22 On behalf of the Uzbek government, Kamilov expressed grave concern over situation in Ukraine. Uzbekistan calls for ",Ukraine,-0.3818,0.0,0.12,0,0,0,0,0,0,-1,en
5668,3839,RT Cassidy13119210: Brooke spenner is crazy shes had it with Covid 19 and depressed about Ukraine now she got in trouble she is wearin ,Ukraine,-0.8126,0.0,0.286,0,0,0,0,0,0,-1,en
5669,3840,RT lsferguson: Im old enough to remember when President Trump called President Zelensky and asked for help investigating the Biden Crime ,Zelensky,-0.2023,0.107,0.139,0,0,0,0,0,0,-1,en
5670,3841,HUMAN RIGHTS WATCH ACCUSES UKRAINE OF BREAKING GENEVA CONVENTION https://t.co/DdlF1qEczx ,Ukraine,-0.4824,0.0,0.258,0,0,0,0,0,0,-1,en
5671,3842,Heartbreaking Putin is a selfish tyrannical monster ukraine Russia https://t.co/8N47ZfjI6s ,Putin,-0.7269,0.0,0.466,Ukraine,Russia,0,0,0,0,-1,en
5672,3843,"jimcramer MadMoneyOnCNBC Sadly, Ukraine cannot win this. Why is the Media cheerleading this Ukraine should conc https://t.co/STrvm76lVA ",Ukraine,-0.5679,0.1,0.266,0,0,0,0,0,0,-1,en
5674,3845,antonioguterres greekphase Sit on the table with Mr Zelensky and Mr Putin and make a peaceagreement ,Putin,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1,en
5675,3846,"PeterSchiff Austin061322 I just heard your comment about Zelensky not wearing a suit. I have an idea, how about w https://t.co/D4dtdSLjh6 ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5676,3847,"RT joncoopertweets: NEW: Putin is increasingly PARANOID and fears that someone in his inner circle will POISON him, according to reporting ",Putin,-0.8679,0.0,0.352,0,0,0,0,0,0,-1,en
5677,3848,RT stephenlautens: Russias deliberate slaughter of civilians is slowly making me overcome my caution about direct NATO military involveme ,NATO,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5678,3849,"RT visegrad24: Ukrainian grandmother armed with the status weapons AKS74U has a message: Putin, go shoot yourself or else Ill come and ",Putin,-0.7964,0.0,0.31,Ukrainian,0,0,0,0,0,-1,en
5680,3851,Ukraine Live Updates: Russia Pounds Civilian Targets as War Enters 4th Week https://t.co/12dj0bzW5p ,Ukraine,-0.5994,0.0,0.245,Russia,0,0,0,0,0,-1,en
5681,3852,RT ReallyAmerican1: Remember: Democrats stood with Zelensky and against Putin while the former guy tried to delay delivery of Congressiona ,Putin,-0.3182,0.0,0.108,Zelensky,0,0,0,0,0,-1,en
5682,3853,"Zelensky tells Bundestag that every year in Germany they repeat Never again, but these words are worthless today https://t.co/avIgbysRBL ",Zelensky,-0.5927,0.0,0.176,0,0,0,0,0,0,-1,en
5684,3855,speakjah DanielHowe2014 RTcom When did I say I want anywhere attacked Fuck Russia and the Ukraine and fuck Eu https://t.co/LEvQF8rnlU ,Ukraine,-0.8658,0.051,0.395,Russia,0,0,0,0,0,-1,en
5685,3856,"RT KyivIndependent: The missile that hit Russiancontrolled Donetsk on March 14, killing 20 people, was shot from the Russianheld terri ",Kyiv,-0.6597,0.0,0.188,Russian,Russia,0,0,0,0,-1,en
5686,3857,RT PaiviNevala: She is the Deputy Prime Minister of Ukraine. Her office windows are covered by sandbags because of Russias bombings. But ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5687,3858,RT anneapplebaum: Putins call for a selfpurification of Russian society can have only one intention: To remind Russians of Stalin and ,Putin,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1,en
5688,3859,"Asked why shes no longer interested in sex, a wife just told a marriage counsellor that the war in Ukraine has affected her libido. ",Ukraine,-0.6124,0.095,0.271,0,0,0,0,0,0,-1,en
5689,3860,"RT peterjukes: I see both Johnson and Putin use the smear Russophobia when oligarchs are criticised. Just to point out, anyone who lov ",Putin,-0.6486,0.0,0.209,0,0,0,0,0,0,-1,en
5690,3861,"RT KristiRaik: Proposing Austria or Sweden as a model for Ukraines neutrality was a nonstarter for many reasons and so would be Finland, ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5691,3862,RT welt: Joschka Fischer: Putin will die ganze Ukraine https://t.co/rXAsjcWoJL https://t.co/8SnXAkZ1lX ,Putin,-0.5994,0.0,0.281,Ukraine,0,0,0,0,0,-1,en
5692,3863,"RT AvengerResister: Last month, Josh Hawley voted against sending aid to Ukraine. Today, hes questioning why President Biden isnt sendin ",Ukraine,-0.1027,0.0,0.069,0,0,0,0,0,0,-1,en
5693,3864,RT TheDailyShow: Putin complaining about cancel culture when he literally sent an army to kill a comedian ,Putin,-0.7096,0.113,0.368,0,0,0,0,0,0,-1,en
5695,3866,JamesAALongman Heartbreaking. We hear the terror in her voice for her son. She pleas for Putin to stop the war. Mi https://t.co/1gNDinYypv ,Putin,-0.91,0.0,0.41,0,0,0,0,0,0,-1,en
5696,3867,RT KyivIndependent: The video that President Volodymyr Zelensky demonstrated during his virtual address to the U.S. Congress earlier on Ma ,Kyiv,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1,en
5697,3868,donwinslow Black Putin ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5699,3870,RT InvestorHumbl: Marhalivka village after Russian missile attack Ukraine StopRussia StopPutin UkraineRussiaWar Sta ,Putin,-0.4767,0.0,0.205,Ukraine,Russian,Russia,0,0,0,-1,en
5700,3871,"RT natemook: After nearly 3 weeks in Poland and Ukraine with the WCKitchen team, Ive struggled to put into words what Ive seen. The cou ",Ukraine,-0.34,0.0,0.094,0,0,0,0,0,0,-1,en
5701,3872,"FoxNews Remember, Zelensky is an actor. ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5702,3873,US President JoeBiden flatly called Russias VladimirPutin a war criminal for the unfolding onslaught in https://t.co/dXUUuaVE92 ,Putin,-0.8074,0.0,0.36,Russia,0,0,0,0,0,-1,en
5705,3876,"RT visegrad24: Putins police arresting an elderly woman in Irkutsk, Siberia at a protest against his war of aggression. Russia is quickl ",Putin,-0.7964,0.0,0.31,Russia,0,0,0,0,0,-1,en
5706,3877,"TheEconomist Russia and Ukraine war show to the world, agreement is useless FIST call n don put your EGGS in one b https://t.co/9LX57KWMuv ",Ukraine,-0.5423,0.115,0.24,Russia,0,0,0,0,0,-1,en
5707,3878,siphillipssport TeleFootball Government actually focusing more on chelsea then they are Ukraine ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5709,3880,RT ReallyAmerican1: President Zelenskys chief of staff: Joe Biden has done more for Ukraine than any other U.S. president. ,Ukraine,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1,en
5710,3881,RT catalintenita: The toy bridge. Romanian border police and citizens have turned the pedestrian bridge linking Ukraine and Romania at ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5711,3882,"RT atrupar: I think oil and gas companies are pointing blame all over the place for rising prices the war in Ukraine, the Biden adminis ",Ukraine,-0.743,0.0,0.223,0,0,0,0,0,0,-1,en
5712,3883,RT BarbaraRiney: MeidasTouch RepMTG Marjorie Taylor Greene tells us in her own words she rooting for Putin to win the war he started aga ,Putin,-0.0258,0.128,0.131,0,0,0,0,0,0,-1,en
5713,3884,"RT mmpadellan: ReallyAmerican1 Every time I turn around, theyre busy spreading bullshit on behalf of their guy Putin. Disgusting. ",Putin,-0.802,0.0,0.31,0,0,0,0,0,0,-1,en
5715,3886,"RT fansraefipour: Ukraine is a country, so are Yemen, Syria, Lebanon and Iraq. And the people who live in them are all humans with 2 eye ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5717,3888,RT KyivIndependent: Russian saboteurs may be entering Ukraine under the guise of journalists. The Center for Countering Disinformation ,Ukraine,0.0,0.0,0.0,Kyiv,Russian,Russia,0,0,0,-1,en
5718,3889,RT JackDetsch: NEW: Russia has moved artillery closer to Ukraines capital of Kyiv in possible effort to conduct a siege: senior U.S. defe ,Ukraine,0.0,0.0,0.0,Kyiv,Russia,0,0,0,0,-1,en
5719,3890,"RT RepLizCheney: This is the video ZelenskyyUa showed Congress today. Its painful to watch, but dont look away. This is the brutality ",Zelensky,-0.8151,0.0,0.271,0,0,0,0,0,0,-1,en
5720,3891,RT StevenBeschloss: The same people criticizing Zelensky and Ukraine are the same people minimizing the deadly gravity of January 6 and ca ,Ukraine,-0.3612,0.0,0.111,Zelensky,0,0,0,0,0,-1,en
5722,3893,"RT Erikasxd: RyanBott13 elonmusk Hes a good guy, just some of yall dont understand his memes. Hes not making fun of war in Ukraine o ",Ukraine,-0.5722,0.098,0.224,0,0,0,0,0,0,-1,en
5724,3895,RT SkyNews: People have started to emerge from the ruins of a theatre which was reportedly bombed in a Russian airstrike in the besieged U ,Russian,-0.4404,0.0,0.121,Russia,0,0,0,0,0,-1,en
5725,3896,"RT JeremyCliffe: For comparison, this was Boris Johnson speaking in response to Zelenskys speech to the House of Commons last week. I d ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5726,3897,RT MingGao26: President Putin has Russia in one heck of a pickle. Its a disaster. I def feel for their predicament. I think its worse co ,Putin,-0.802,0.0,0.265,Russia,0,0,0,0,0,-1,en
5728,3899,RT anneapplebaum: Putins call for a selfpurification of Russian society can have only one intention: To remind Russians of Stalin and ,Putin,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1,en
5730,3901,RT lsferguson: Im old enough to remember when President Trump called President Zelensky and asked for help investigating the Biden Crime ,Zelensky,-0.2023,0.107,0.139,0,0,0,0,0,0,-1,en
5732,3903,"RT JonathanTurley: ...First, we ask U.S. citizens to bear the costs of cutting off Russian aid and of sending billions to Ukraine, and the ",Ukraine,-0.128,0.0,0.061,Russian,Russia,0,0,0,0,-1,en
5733,3904,"RT votevets: If youre for aid to Ukraine, yet voted against aid to Ukraine, what are you One of these Republicans: https://t.co/gV9oib… ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5734,3905,"RT ReallyAmerican1: Russian state TV is now broadcasting Madison Cawthorn calling Zelensky a thug. Whether it be Tucker Carlson, Trump, R ",Zelensky,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1,en
5735,3906,RT CREWcrew: Is there an explanation why Russia sanctioned Hunter Biden and Hillary Clinton but not anyone named Trump other that Trump an ,Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5736,3907,RT travisakers: CEO of Nestle Mark Schneider says the company will not exit Russian markets or suspend business with the Putin regime. T ,Putin,-0.3182,0.0,0.099,Russian,Russia,0,0,0,0,-1,en
5737,3908,RT OccupyDemocrats: BREAKING: The Kremlin complains that President Biden calling Vladimir Putin a war criminal for his murderous war in ,Putin,-0.9584,0.0,0.562,0,0,0,0,0,0,-1,en
5738,3909,RT scottjshapiro: A few days away from Putin blaming setbacks on Critical Race Theory ,Putin,-0.6705,0.0,0.333,0,0,0,0,0,0,-1,en
5739,3910,RT DariaSipigina: Bridge at a UkrainianRomanian border crossing. Border guards left toys for Ukrainian children so that every child pa ,Ukrainian,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5740,3911,RT drewharwell: New: How the West is breaking through Russias propaganda wall. An international resistance is exposing ordinary Russians ,Russian,-0.4767,0.0,0.194,Russia,0,0,0,0,0,-1,en
5741,3912,"omarghyad hamsonfwz HassanPolit right now the Kremlin spokesman has clarified on Putins speech yesterday, that https://t.co/4WFu55ueK6 ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5743,3914,"RT andersaslund: Militarily, Russia is about to lose the war in Ukraine. Putin is likely to react in 3 ways: 1. Massive air bombing which ",Putin,-0.765,0.0,0.231,Ukraine,Russia,0,0,0,0,-1,en
